TransactionID,ICICI_AccountID,TransactionDate,TransactionType,Amount,Description
341,8,2022-06-09,Deposit,6806.57,Ducimus repudiandae asperiores dolorum occaecati.
342,8,2024-10-30,Payment,1565.03,Numquam aut natus ullam.
343,8,2024-07-27,Payment,3479.2,Ipsa similique sint ex fugit et aspernatur.
344,8,2023-11-30,Transfer,11158.11,Possimus sint praesentium.
345,8,2022-05-30,Withdrawal,8747.87,Itaque voluptas sed recusandae impedit quae pariatur.
346,8,2023-02-04,Deposit,4532.14,Eius sed id ullam.
347,8,2022-01-29,Transfer,27697.13,Assumenda in odio perspiciatis sed sapiente ipsum.
348,8,2024-06-24,Transfer,17506.34,Quos maxime quae nesciunt nulla.
349,8,2022-01-05,Withdrawal,1769.44,Beatae veritatis molestias beatae alias.
350,8,2021-08-20,Payment,2923.56,Reiciendis nemo minus voluptatem pariatur nam temporibus.
351,8,2022-07-08,Deposit,3827.65,Minus ipsam ipsa culpa blanditiis sint accusantium.
352,8,2024-11-18,Payment,1307.51,Nemo explicabo reiciendis dolor.
353,8,2022-06-17,Transfer,29039.55,Ipsa nam corporis soluta.
354,8,2022-11-11,Withdrawal,7004.26,Deleniti quia adipisci eaque ipsam neque dicta laudantium.
355,8,2023-04-07,Deposit,1481.02,Omnis aliquid soluta tempore eaque accusantium quis.
356,8,2024-05-21,Transfer,2277.71,Veniam inventore cum laudantium.
357,8,2022-03-19,Payment,1463.22,Quae incidunt maiores quas.
358,8,2022-05-07,Deposit,5320.26,Ea molestias eveniet non.
359,8,2023-08-02,Transfer,13941.06,Magnam nobis enim architecto.
360,8,2023-08-07,Withdrawal,7263.38,Vel magni a.
361,8,2024-01-06,Payment,2289.18,Unde facere quod dolor omnis repellat maiores.
362,8,2024-06-23,Withdrawal,7214.36,Quis animi repellat aliquid perferendis veritatis dolore.
363,8,2022-02-23,Payment,3027.11,Consequatur sit quia veritatis.
364,8,2024-05-03,Deposit,7798.9,Dolore pariatur dolor dolore.
365,8,2023-12-28,Withdrawal,9175.92,Animi doloremque vitae velit.
366,8,2024-10-03,Withdrawal,5917.25,Alias et laborum maxime error autem.
367,8,2023-09-06,Withdrawal,6998.47,Facere harum dolore neque saepe.
368,8,2024-05-20,Deposit,149.72,Dicta veniam quo tempora mollitia laboriosam.
369,9,2022-09-03,Transfer,34721.85,Illum fuga modi nulla impedit.
370,9,2021-12-19,Withdrawal,8968.08,Illum alias voluptatibus.
371,9,2021-10-01,Payment,2095.55,Eos accusamus soluta cupiditate ut doloribus harum.
372,9,2020-12-25,Payment,393.29,Eveniet laborum rerum quis illum officia ipsam.
373,9,2021-05-06,Deposit,7686.38,Animi laborum debitis laborum amet sapiente.
374,9,2020-12-27,Payment,691.65,Soluta fugit fuga quia molestias.
375,9,2022-11-11,Deposit,3669.68,Corrupti cupiditate nisi hic.
376,9,2023-01-10,Deposit,5100.54,Tempora quo eaque labore tenetur neque.
377,9,2024-03-12,Transfer,31553.71,Maxime perspiciatis assumenda sunt praesentium.
378,9,2023-06-28,Transfer,39013.68,Tempore vero numquam perspiciatis.
379,9,2022-08-12,Transfer,12234.23,Recusandae blanditiis architecto dignissimos.
380,9,2024-02-22,Deposit,7330.45,Quidem laboriosam illum ut tempore rem.
381,9,2021-08-15,Payment,2781.89,Vel quae itaque sint molestiae.
382,9,2022-04-10,Transfer,3632.91,Praesentium magni porro cumque incidunt fugiat nam.
383,9,2022-08-30,Transfer,17356.34,Magni impedit sit doloribus odio esse a nobis.
384,9,2022-11-17,Payment,1047.42,Ea eveniet unde suscipit.
385,9,2024-06-23,Payment,1502.6,Ea consectetur impedit aut.
386,9,2022-07-13,Withdrawal,3535.12,Distinctio explicabo aspernatur vitae.
387,9,2024-10-17,Withdrawal,3377.47,Inventore earum hic illum.
388,9,2023-10-21,Withdrawal,395.1,Nostrum reiciendis odit culpa quaerat recusandae.
389,9,2022-12-30,Transfer,23719.07,Architecto veritatis beatae provident atque ipsa facilis.
390,9,2023-07-30,Payment,3542.03,Commodi temporibus ea voluptatibus voluptas.
391,9,2022-06-03,Payment,203.25,Amet commodi esse iste quas deserunt ut fugiat.
392,9,2023-09-28,Deposit,5257.64,Quas beatae fugiat nesciunt assumenda recusandae illo.
393,9,2021-05-09,Deposit,7135.21,Nesciunt cum eveniet cum velit.
394,9,2021-11-24,Withdrawal,9286.18,Libero alias fugit ut modi voluptatibus.
395,9,2021-10-06,Withdrawal,8781.36,Aperiam nihil ipsa dicta natus reprehenderit officia officiis.
396,9,2022-12-17,Payment,448.36,Dolore in magnam.
397,9,2023-11-21,Transfer,3346.09,Saepe natus corporis doloribus quidem.
398,9,2023-01-24,Withdrawal,7610.2,Modi error eos praesentium hic.
399,9,2021-05-02,Transfer,47273.8,Cumque doloremque quo quidem veritatis iste reprehenderit.
400,9,2020-12-22,Transfer,43595.48,Sapiente nihil sed magnam fugiat quod eaque.
401,9,2024-06-21,Withdrawal,9618.83,Aliquid impedit unde saepe similique nulla voluptates.
402,9,2023-07-28,Transfer,16302.26,Culpa animi cumque dignissimos esse nemo.
403,9,2022-03-22,Transfer,1576.26,Ratione accusamus aliquid.
404,9,2022-04-16,Transfer,25720.01,Tempora dolorum provident atque nulla.
405,9,2021-12-31,Deposit,3122.35,Asperiores magni quae nobis.
406,9,2022-08-22,Payment,2905.15,Vitae esse facere voluptatum placeat.
407,9,2023-06-03,Withdrawal,1565.46,Dolorum commodi temporibus harum libero autem occaecati.
408,9,2023-05-23,Withdrawal,6447.19,Nobis itaque accusantium consequuntur velit quam fuga.
409,9,2021-04-04,Deposit,6254.43,Error a iusto explicabo voluptatum sed optio illo.
410,9,2024-08-26,Payment,3658.54,Fuga corporis voluptatibus inventore excepturi.
411,9,2024-05-31,Deposit,7025.25,Quidem cumque aliquid repudiandae excepturi autem amet.
412,9,2022-05-19,Transfer,46974.27,Libero labore eum corporis quidem nihil.
413,9,2020-09-01,Transfer,28118.71,Numquam cum minima quibusdam.
414,9,2022-09-11,Payment,861.78,Deserunt sint in placeat facere tempora dolorem.
415,9,2023-07-18,Payment,3160.42,Aliquid assumenda quas nostrum veniam.
416,9,2020-08-31,Payment,2151.68,Dignissimos possimus voluptatibus.
417,9,2023-06-16,Payment,3315.34,Ab tenetur eius placeat nemo minus culpa magni.
418,9,2021-11-18,Withdrawal,3196.4,Sunt deleniti rerum sapiente incidunt.
419,9,2021-01-06,Withdrawal,4538.87,Quasi nesciunt amet eum exercitationem saepe.
420,9,2024-06-08,Withdrawal,2570.43,Ipsa porro tempore adipisci dicta ad laborum.
421,9,2022-04-20,Transfer,33470.77,Tempora magnam laborum ipsa non placeat aut.
422,9,2022-02-24,Withdrawal,2357.53,Aut modi eius ab at vero soluta.
423,9,2023-03-31,Deposit,5161.31,Voluptatibus rerum aliquam ab dolores.
424,9,2021-04-10,Withdrawal,2308.79,Nulla fuga at a porro enim numquam.
425,9,2024-06-04,Withdrawal,4207.84,Laudantium ducimus corporis et.
426,9,2020-11-01,Transfer,31305.08,Nobis illum nostrum minima ad.
427,9,2024-06-16,Payment,4025.6,Quidem laboriosam ea iure vero eos dolorum.
428,9,2023-10-06,Deposit,3679.14,Dolore voluptatem eveniet laudantium.
429,9,2021-09-26,Withdrawal,3693.11,Provident recusandae quos pariatur minus unde a.
430,9,2023-03-16,Withdrawal,3971.12,Nobis ipsam ab sit sed voluptas iusto nisi.
431,9,2021-12-05,Deposit,3562.22,Amet cupiditate neque nobis quibusdam aperiam.
432,9,2023-03-07,Deposit,5837.29,Dolore cumque earum repellat quis.
433,9,2024-10-19,Transfer,8036.16,Ducimus aut earum dolor.
434,9,2022-05-26,Transfer,19225.17,Sequi quos voluptatibus.
435,9,2022-11-10,Transfer,42536.14,Ipsa sunt voluptate sed quas nemo.
436,9,2023-12-11,Transfer,45218.11,Recusandae quidem aspernatur dignissimos nesciunt laboriosam.
437,9,2024-01-23,Transfer,28236.02,Modi tempora dicta voluptatum asperiores saepe sapiente.
438,9,2023-07-02,Deposit,3671.37,Velit quod quisquam tempora nulla temporibus nostrum perferendis.
439,9,2021-01-10,Payment,2072.6,Alias voluptas totam suscipit provident.
440,9,2024-10-04,Deposit,7595.0,Debitis perspiciatis a ex error.
441,9,2022-01-19,Transfer,1895.45,Ipsa dolorem cumque quam.
442,9,2020-09-07,Transfer,7399.6,Odio laboriosam assumenda ut.
443,9,2022-10-24,Transfer,40125.12,Voluptatibus harum a impedit.
444,9,2021-05-21,Withdrawal,2292.25,Quis dolores necessitatibus possimus velit excepturi.
445,9,2024-08-27,Withdrawal,9926.99,Omnis dolor nisi vero.
446,9,2021-07-10,Payment,791.45,Beatae deleniti laboriosam quisquam quas.
447,9,2024-06-28,Deposit,9992.91,Aliquid dolore repellat.
448,9,2020-12-01,Transfer,15022.32,Modi voluptatum expedita tempora fugiat.
449,9,2024-06-15,Transfer,11703.39,Perferendis fugit voluptatem cupiditate culpa aspernatur tenetur.
450,10,2022-08-06,Withdrawal,3651.11,Aspernatur optio repudiandae fugiat maxime.
451,10,2024-03-26,Payment,1084.4,Cum aliquam culpa adipisci.
452,10,2023-03-04,Transfer,5577.27,Inventore tempore repudiandae laudantium odit officia inventore voluptates.
453,10,2023-04-04,Transfer,43425.45,At asperiores temporibus laborum.
454,10,2024-09-14,Deposit,786.33,Odio nobis deleniti corrupti.
455,10,2022-05-08,Deposit,4748.04,Facere delectus temporibus ex exercitationem ipsam ratione.
456,10,2022-02-22,Deposit,9121.44,Iusto quasi minima praesentium.
457,10,2022-04-22,Payment,3371.74,Modi quidem placeat ut.
458,10,2023-01-28,Payment,3068.69,Fuga eius autem a quam.
459,10,2022-06-06,Payment,615.81,Dignissimos quis corporis saepe magni consectetur.
460,10,2024-09-05,Withdrawal,9396.16,Impedit dolorum architecto vitae deserunt animi praesentium.
461,10,2023-04-12,Transfer,24717.48,Quod accusantium ex.
462,10,2024-10-07,Deposit,2676.55,Minima natus perspiciatis incidunt corrupti ut.
463,10,2024-10-21,Transfer,13268.11,Officiis nulla fugit.
464,10,2022-02-21,Payment,3978.67,Saepe mollitia mollitia maxime.
465,10,2022-01-28,Payment,3997.19,Expedita totam cumque culpa dolores culpa minima.
466,10,2024-05-02,Payment,3094.8,Enim quas assumenda dignissimos repudiandae fugit doloribus.
467,10,2022-03-26,Transfer,7381.88,Corporis accusantium at.
468,10,2023-02-18,Payment,918.26,Libero commodi rem fuga commodi ullam sapiente.
469,10,2024-11-20,Transfer,39530.93,Porro odit pariatur voluptatum vel iste.
470,10,2022-09-09,Withdrawal,8090.6,Autem quam illo expedita maiores magnam.
471,10,2022-07-18,Withdrawal,6795.14,Voluptatem minima maxime et accusamus.
472,10,2024-03-17,Payment,351.6,Architecto aut placeat esse ut est.
473,10,2021-10-25,Deposit,6975.18,Nobis culpa expedita pariatur.
474,10,2023-01-07,Transfer,46414.65,Dignissimos repellat voluptatibus pariatur ut quod.
475,10,2022-04-21,Payment,3306.52,Rem consequatur vel pariatur ipsum voluptates.
476,10,2021-12-04,Deposit,1661.24,Recusandae dolores doloribus eum facere.
477,10,2023-11-22,Payment,2531.75,Odio repellat saepe autem culpa cumque ea.
478,10,2022-10-22,Transfer,813.32,Eum ratione autem amet vero.
479,10,2022-02-24,Withdrawal,8102.14,Quasi porro ex quod expedita perferendis.
480,10,2022-09-09,Deposit,257.03,Minima qui ut laboriosam vel.
481,10,2022-03-03,Deposit,8189.75,Quis expedita porro nostrum.
482,10,2023-06-20,Payment,1114.77,Officiis totam harum.
483,10,2023-07-18,Withdrawal,9776.8,Facilis maiores qui sequi ratione enim.
484,10,2022-11-03,Deposit,9655.09,Maiores ut enim possimus amet sunt non.
485,10,2024-05-06,Transfer,27719.72,Adipisci aperiam magni sunt recusandae ipsum occaecati.
486,10,2024-03-06,Withdrawal,7226.15,Accusamus repellendus architecto sapiente aliquam quo ut.
487,10,2024-06-10,Payment,979.68,Eligendi saepe quisquam illo expedita temporibus esse.
488,10,2022-06-19,Payment,4642.62,Sed error explicabo harum unde modi error.
489,10,2023-08-14,Deposit,7615.47,Soluta tenetur nostrum dicta ea.
490,10,2023-03-05,Withdrawal,1536.31,Veritatis cum dolorum tempora neque.
491,10,2022-06-30,Payment,4235.38,Aperiam deleniti error similique provident alias voluptatum nisi.
492,10,2024-08-12,Withdrawal,7754.53,Numquam reiciendis molestias.
493,10,2023-10-31,Withdrawal,7878.25,Ullam molestias vel necessitatibus.
494,10,2024-11-07,Payment,2084.03,Qui laudantium voluptatum aliquid consequatur odit rem.
495,10,2024-04-29,Deposit,5991.31,Nobis ipsam deserunt accusamus accusantium sed illum quibusdam.
496,10,2022-04-04,Deposit,7935.15,Nobis a recusandae quidem atque ducimus perspiciatis.
497,10,2024-04-21,Withdrawal,5967.94,Explicabo impedit officia at suscipit.
498,10,2022-07-24,Withdrawal,3110.54,Ullam maxime porro laboriosam dolore.
499,10,2024-08-03,Transfer,47155.68,Rerum eveniet odio vel.
500,10,2023-02-28,Deposit,6944.04,Sequi officiis omnis accusantium ea corrupti.
501,10,2023-01-15,Transfer,30023.54,Adipisci numquam voluptate adipisci.
502,10,2023-11-02,Deposit,1192.37,Culpa perspiciatis voluptates at.
503,10,2022-10-03,Deposit,2254.83,Fugit aspernatur excepturi quod molestiae.
504,10,2022-05-19,Payment,179.16,Voluptatibus inventore quibusdam eaque ratione consequatur.
505,10,2023-03-31,Payment,1806.44,Fugiat veniam facilis labore.
506,10,2021-11-03,Deposit,4051.9,Libero error explicabo quasi nulla.
507,10,2022-03-26,Deposit,6482.24,Fugit voluptate nemo.
508,10,2022-08-04,Withdrawal,9365.46,Aliquam quas a suscipit maxime.
509,10,2023-02-09,Withdrawal,557.84,Culpa ea cumque quia.
510,10,2022-11-30,Withdrawal,7627.08,Ullam asperiores adipisci quia voluptas ea.
511,10,2023-02-20,Payment,3723.83,Fuga ducimus deserunt facilis repellendus.
512,10,2024-03-05,Deposit,705.86,Quae cumque ipsum autem impedit.
513,10,2021-12-20,Payment,3262.55,Sit error illo odit voluptas consequuntur.
514,10,2022-12-13,Payment,3271.54,Vitae iste excepturi eaque beatae.
515,10,2024-08-09,Payment,2606.29,Quod esse amet vitae accusantium delectus tempore.
516,10,2022-03-16,Transfer,10402.89,Assumenda corrupti voluptatum architecto saepe consequuntur aut.
517,10,2022-01-23,Payment,3679.16,Animi eos deserunt nesciunt velit ad.
518,10,2021-10-17,Deposit,6499.61,Aspernatur provident saepe in eaque autem ipsum.
519,11,2024-10-06,Payment,2012.76,Esse beatae possimus hic veritatis.
520,11,2024-08-27,Deposit,9406.16,Mollitia consequuntur quaerat doloremque rem maiores ab.
521,11,2024-11-08,Payment,1119.11,Sequi cupiditate molestias voluptatibus aperiam.
522,11,2024-11-09,Deposit,6753.4,Illo sequi accusamus recusandae suscipit quia pariatur.
523,11,2024-08-15,Withdrawal,9593.12,Vel facilis corporis molestias.
524,11,2024-09-26,Transfer,27365.07,Nemo officia esse voluptate.
525,11,2024-10-02,Payment,2817.5,Dolorum porro minima fugiat omnis repellendus voluptatibus non.
526,11,2024-08-15,Transfer,17343.69,Quasi sint deserunt numquam.
527,11,2024-10-20,Transfer,37068.75,Corporis quod nostrum molestiae aut.
528,11,2024-09-04,Transfer,42266.63,Voluptatum voluptatibus explicabo quam.
529,11,2024-11-20,Transfer,19259.19,Animi quo eveniet quia dicta similique.
530,11,2024-09-18,Transfer,29081.3,Quas deserunt officiis placeat.
531,11,2024-10-06,Transfer,32254.68,Perspiciatis aspernatur quaerat dicta.
532,11,2024-09-09,Payment,4753.29,Ab consequatur perferendis eaque.
533,11,2024-11-19,Deposit,2965.95,Nesciunt earum debitis fugit mollitia voluptatibus nostrum vero.
534,11,2024-09-29,Deposit,4223.22,Enim at quis quisquam culpa.
535,11,2024-10-16,Payment,1349.33,Aut similique excepturi at ullam laudantium.
536,11,2024-08-13,Payment,4276.58,Perspiciatis nam at quidem vitae.
537,11,2024-11-03,Transfer,44494.08,Maxime veritatis rem cupiditate quos.
538,11,2024-10-22,Withdrawal,884.63,Fugiat error numquam non autem sint eveniet dolores.
539,11,2024-09-18,Transfer,25157.28,Consequatur iure corrupti iste repudiandae.
540,11,2024-11-06,Withdrawal,801.96,Deleniti maiores assumenda.
541,11,2024-10-12,Transfer,12436.07,Odio sint repellendus assumenda nemo ex beatae.
542,11,2024-09-29,Deposit,247.03,Error modi eaque excepturi tenetur.
543,11,2024-09-09,Deposit,6165.22,Pariatur rerum quod recusandae.
544,11,2024-10-14,Payment,4932.43,Placeat repudiandae labore.
545,11,2024-10-04,Payment,3867.78,Nihil commodi quo modi consequuntur.
546,11,2024-09-18,Transfer,20758.7,Impedit ex cumque expedita omnis nihil.
547,11,2024-09-20,Deposit,405.81,Et amet incidunt dicta.
548,11,2024-09-15,Payment,4751.53,Distinctio necessitatibus assumenda nobis atque facilis.
549,11,2024-10-08,Payment,3458.07,Cum delectus esse quia aut placeat esse.
550,11,2024-10-15,Deposit,5238.53,Eius illo commodi fugit.
551,11,2024-08-31,Payment,2969.21,Quod aut earum ad.
552,11,2024-08-26,Deposit,7042.74,Earum iusto debitis impedit eligendi.
553,11,2024-09-05,Deposit,8990.18,Ipsum magnam provident exercitationem architecto maiores ipsa.
554,11,2024-09-11,Payment,1297.45,Earum velit perferendis commodi.
555,11,2024-11-07,Payment,2857.78,Nobis nihil mollitia dolor atque.
556,11,2024-09-10,Withdrawal,8465.03,Qui unde aut corporis doloremque quos.
557,11,2024-10-01,Transfer,47202.1,Dolores sint corporis necessitatibus.
558,11,2024-10-11,Payment,949.91,Eius blanditiis eligendi animi eos aspernatur.
559,11,2024-09-01,Transfer,37523.68,Iusto facilis officia iste quia.
560,11,2024-11-08,Deposit,8835.87,Molestias nulla molestiae et.
561,11,2024-10-15,Payment,1407.39,Error pariatur et vel.
562,11,2024-10-22,Deposit,7350.52,Laudantium illo ipsa maxime laudantium ratione animi.
563,11,2024-10-07,Transfer,24807.61,Molestiae porro explicabo voluptates magni.
564,11,2024-08-14,Withdrawal,1611.02,Nemo enim minima porro.
565,11,2024-10-26,Withdrawal,2616.77,Unde fugiat labore dolore.
566,11,2024-10-25,Payment,2220.41,Voluptas minus consequatur cumque odit autem ratione.
567,11,2024-09-12,Deposit,3783.45,Quibusdam atque facilis vitae repudiandae dignissimos aspernatur.
568,11,2024-11-19,Transfer,44358.89,Nobis explicabo quae tenetur hic enim quisquam.
569,11,2024-09-27,Payment,3111.38,Ea sunt rerum est.
570,11,2024-08-29,Withdrawal,3888.39,Dignissimos nobis odit blanditiis dignissimos nihil similique reprehenderit.
571,11,2024-09-04,Payment,3004.84,Voluptatum odit nisi repellat beatae.
572,11,2024-09-04,Transfer,685.64,Quam provident nesciunt quos eum.
573,11,2024-08-13,Deposit,826.63,Nisi iure magni numquam nisi nemo.
574,11,2024-11-08,Transfer,9924.43,Id quia itaque quas repellat deserunt.
575,11,2024-09-18,Transfer,37987.36,Consequatur fugiat laborum eos.
576,11,2024-08-23,Payment,3348.93,Placeat occaecati sed ratione libero.
577,11,2024-10-19,Deposit,777.06,Corrupti impedit impedit suscipit.
578,11,2024-10-25,Withdrawal,7391.54,Saepe harum officiis excepturi quod ipsam dolorem.
579,11,2024-10-25,Withdrawal,306.8,Nam dolore voluptates consectetur beatae officiis.
580,11,2024-09-26,Withdrawal,6032.91,Suscipit molestiae fugit voluptates vel libero.
581,11,2024-11-06,Payment,4570.43,Dignissimos cumque perferendis laudantium non.
582,11,2024-09-29,Deposit,163.41,Iste quisquam excepturi consectetur dolore eligendi labore.
583,11,2024-09-21,Payment,2968.11,Corrupti quia illum harum laboriosam possimus accusantium repellendus.
584,11,2024-09-30,Deposit,5541.31,Id omnis veritatis nulla.
585,11,2024-11-16,Withdrawal,4454.36,Harum occaecati nesciunt facilis dolorum.
586,11,2024-10-08,Payment,1536.1,Necessitatibus reprehenderit eligendi facere qui.
587,11,2024-10-03,Transfer,40368.48,Ipsam aperiam blanditiis doloremque fugiat occaecati pariatur.
588,11,2024-09-14,Deposit,6314.53,Sed assumenda eius soluta fugit eligendi deserunt quam.
589,11,2024-09-10,Withdrawal,7883.31,Molestias odio facilis reiciendis eos occaecati.
590,11,2024-09-12,Transfer,8300.78,Commodi sunt minus repellendus sit voluptates.
591,11,2024-09-21,Deposit,6690.25,Voluptate distinctio neque magni nostrum officiis.
592,11,2024-10-13,Transfer,45600.45,Maxime nemo repudiandae nostrum fugit debitis vero.
593,11,2024-11-21,Payment,834.12,Odit aut ipsam.
594,11,2024-11-20,Withdrawal,3144.94,Totam fugit possimus consequuntur.
595,11,2024-08-28,Deposit,776.74,Corrupti corporis distinctio culpa animi impedit nulla.
